Date&Time,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2003-04-28,11558.0,11760.0,11500.0,11599.99,1099
2003-05-05,11600.0,11700.0,11600.0,11670.0,372
2003-05-12,11680.0,12380.0,10100.0,12259.0,3799
2003-05-19,12250.0,12250.0,10570.0,11570.0,3630
2003-05-26,11500.0,12788.0,11500.0,12788.0,4296
2003-06-02,12750.0,14100.0,11699.0,12020.0,4182
2003-06-09,12100.0,12219.99,11510.0,11750.0,1033
2003-06-16,11702.0,12898.99,11702.0,12800.0,4444
2003-06-23,12315.0,13295.0,12125.0,12510.0,5078
2003-06-30,12205.0,12650.0,12200.1,12310.0,1314
2003-07-07,12599.0,13719.0,11951.0,12150.0,2827
2003-07-14,12100.0,12398.99,11150.01,11200.0,1752
2003-07-21,11200.02,11500.0,11025.0,11250.0,552
2003-07-28,11200.0,11269.99,10827.0,10991.99,1229
2003-08-04,10999.0,10999.0,10875.02,10876.0,2726
2003-08-11,10881.0,11800.0,10600.0,10660.0,2445
2003-08-18,10699.8,12499.0,10699.8,12350.0,4006
2003-08-25,12000.1,12730.0,12000.1,12400.0,3605
2003-09-01,12600.0,12910.0,12250.0,12650.0,3597
2003-09-08,12500.11,13050.0,11810.0,12900.01,1724
2003-09-15,12755.0,13200.0,12755.0,13120.0,7919
2003-09-22,13150.0,14399.0,12990.0,13950.0,2537
2003-09-29,13150.0,15106.0,13150.0,14610.0,3510
2003-10-06,14630.0,17500.0,14630.0,16500.0,4473
2003-10-13,16500.0,17498.0,16450.0,17400.0,4034
2003-10-20,17250.01,18500.0,16580.0,17100.0,6284
2003-10-27,16000.01,16750.0,14000.0,14830.0,10675
2003-11-03,15200.0,16500.0,15200.0,15800.0,5481
2003-11-10,16150.0,16150.0,15000.0,15399.0,3313
2003-11-17,15103.0,15150.0,14271.0,14385.0,5111
2003-11-24,14400.0,16448.0,14220.0,15450.0,5561
2003-12-01,15201.06,16250.0,15000.0,16000.0,3515
2003-12-08,15900.0,16195.0,15900.0,16049.0,3560
2003-12-15,16340.0,17300.0,15861.0,17100.0,6554
2003-12-22,16988.0,17135.0,16520.01,17050.0,1538
2003-12-29,17149.0,17350.0,17050.0,17299.99,724
2004-01-05,17400.0,19650.0,17160.0,19300.0,3946
2004-01-12,19350.0,19899.99,18750.0,18878.0,3829
2004-01-19,19275.0,19800.0,18500.0,19730.0,10678
2004-01-26,19889.0,19900.0,18950.01,19140.0,9441
2004-02-02,18571.01,19574.0,18300.0,19359.0,6601
2004-02-09,19400.0,19960.0,19350.0,19802.0,18567
2004-02-16,19850.0,23100.0,19700.0,23000.0,14661
2004-02-23,23400.0,26199.99,22000.0,25760.0,13325
2004-03-01,26200.0,26946.0,23800.0,24647.99,18262
2004-03-08,25000.0,25350.0,24050.0,24650.0,8426
2004-03-15,24897.0,27299.0,24500.0,27150.0,10849
2004-03-22,27250.0,27550.0,26000.0,27000.0,9489
2004-03-29,26850.0,28500.0,26701.0,27950.0,6225
2004-04-05,28250.0,28599.99,27500.0,28570.0,8412
2004-04-12,28645.0,29970.0,27350.0,27350.0,9542
2004-04-19,27500.0,27777.0,25800.0,26360.0,6080
2004-04-26,26390.0,26690.0,23200.0,24650.0,3355
2004-05-03,25400.0,25750.0,21800.01,22450.0,5974
2004-05-10,21789.0,23890.0,20351.03,23500.0,6889
2004-05-17,23251.11,26300.0,22701.05,25999.0,5440
2004-05-24,26055.0,26690.0,24150.01,24500.0,8301
2004-05-31,24005.5,24648.99,22600.01,23800.0,8017
2004-06-07,23995.0,24096.0,23150.0,23700.0,5520
2004-06-14,23400.0,25300.0,22250.0,25000.0,8798
2004-06-21,25200.0,26200.0,24901.0,25499.99,4026
2004-06-28,25300.0,27200.0,24770.0,25800.0,8480
2004-07-05,25500.0,26479.99,24000.0,24226.0,6935
2004-07-12,24747.0,25500.0,24300.0,25240.0,7964
2004-07-19,25460.0,26149.99,24451.0,24964.0,7232
2004-07-26,25100.0,25450.0,21600.0,23240.0,8827
2004-08-02,23350.0,24000.0,23000.0,23650.0,3625
2004-08-09,24000.0,24900.0,22000.0,22570.0,8189
2004-08-16,22600.0,22920.0,22202.0,22480.0,5268
2004-08-23,22255.0,23680.0,22250.0,23600.0,4890
2004-08-30,23401.0,25300.0,23401.0,25010.01,5544
2004-09-06,25050.0,25600.0,24920.0,25600.0,3712
2004-09-13,25735.0,27000.0,25060.0,26400.0,8294
2004-09-20,26700.0,27194.0,26200.0,26398.0,6365
2004-09-27,26400.0,27500.0,25850.0,27400.0,9388
2004-10-04,27500.0,28877.0,27101.01,28350.0,9336
2004-10-11,28333.0,28449.99,26550.0,26898.0,7475
2004-10-18,26902.0,27890.0,26795.0,27670.0,10913
2004-10-25,27700.0,27900.0,26738.0,27250.0,10190
2004-11-01,27300.0,27590.0,26215.0,26255.0,20760
2004-11-08,26400.0,26699.99,25925.0,26550.0,4084
2004-11-15,26550.0,26670.0,24388.88,24800.0,17503
2004-11-22,24500.0,25150.0,23501.0,23577.0,3932
2004-11-29,23400.0,24699.99,22100.0,22300.0,7901
2004-12-06,22011.0,24650.01,21766.0,23399.0,18737
2004-12-13,23699.0,24650.0,22800.0,22801.0,5558
2004-12-20,23300.0,24400.0,22700.01,23979.0,8955
2004-12-27,24100.0,25499.99,23900.0,25100.0,3071
2005-01-10,25100.0,25550.0,24710.0,24955.0,2526
2005-01-17,24900.0,25299.99,23572.0,25110.0,5226
2005-01-24,25101.02,25990.0,24450.0,25900.0,4774
2005-01-31,25950.0,26999.0,25680.0,26996.99,8394
2005-02-07,26900.0,27123.0,25200.0,25300.0,8589
2005-02-14,25523.0,25720.0,24900.0,25140.0,3418
2005-02-21,25151.0,25900.0,24900.0,25800.0,5320
2005-02-28,25872.24,26500.0,25000.0,25200.0,9662
2005-03-07,25385.0,25500.0,24700.0,25188.0,3590
2005-03-14,25188.0,25188.0,23400.0,23550.0,6851
2005-03-21,23516.0,24650.0,23000.0,24300.0,5348
2005-03-28,24499.99,24699.9,23750.0,23950.0,3027
2005-04-04,23990.0,24700.0,23687.9,24400.0,6963
2005-04-11,24400.0,24450.0,23250.0,23300.0,5940
2005-04-18,23250.01,23777.0,21200.0,23699.99,3279
2005-04-25,23610.0,23840.0,21721.01,22200.0,5229
2005-05-02,22200.0,22484.0,21360.0,22275.0,1835
2005-05-09,22150.0,22250.0,21000.0,21200.0,2530
2005-05-16,21050.0,21500.0,20620.0,21150.0,2964
2005-05-23,21200.0,24250.0,21200.0,24000.0,8109
2005-05-30,23900.0,25500.0,23560.0,25270.0,7003
2005-06-06,25050.0,25550.0,24500.0,25000.0,4393
2005-06-13,25000.0,25590.0,24750.0,25250.0,2032
2005-06-20,25251.0,25650.0,24625.01,25200.0,7319
2005-06-27,25101.0,27995.0,24810.5,27900.0,16333
2005-07-04,27600.0,31000.0,27600.0,29280.0,57382
2005-07-11,29430.0,29440.0,28350.0,28400.0,7573
2005-07-18,27700.0,29500.0,27700.0,29350.0,12183
2005-07-25,29470.0,30300.0,28385.5,29600.0,13077
2005-08-01,29850.0,31300.0,29250.01,30600.0,20232
2005-08-08,30600.0,33999.0,30600.0,33890.0,17187
2005-08-15,33999.0,41300.0,33999.0,38830.0,38142
2005-08-22,38999.0,40506.0,38971.0,39400.0,11491
2005-08-29,39405.0,41810.0,39002.0,41650.0,15224
2005-09-05,41700.0,42400.0,38805.0,41500.0,15497
2005-09-12,41900.0,41900.0,40500.01,41150.0,3889
2005-09-19,41300.0,45200.0,41300.0,42200.0,12557
2005-09-26,42190.0,50188.99,42000.0,49000.0,9633
2005-10-03,49550.0,50385.0,45020.0,46000.0,19292
2005-10-10,46600.0,48499.0,44052.0,44409.99,6728
2005-10-17,44650.0,46000.0,42400.0,43400.0,6424
2005-10-24,43380.0,44900.0,43000.0,44900.0,5188
2005-10-31,44950.0,48700.0,44950.0,47000.0,6869
2005-11-07,47127.0,49400.0,47013.75,48000.0,5495
2005-11-14,48006.0,48550.0,46300.0,47781.0,5308
2005-11-21,48200.0,49850.0,47351.0,49580.0,8666
2005-11-28,49900.0,54600.0,49610.07,54200.0,11758
2005-12-05,54200.0,56425.0,53500.0,55800.0,7710
2005-12-12,55850.0,61300.0,54600.0,60875.0,10669
2005-12-19,61300.0,70800.0,59650.0,67600.0,13595
2005-12-26,68000.0,69700.0,67150.0,68950.0,4301
2006-01-09,71700.0,81800.0,71677.0,76500.0,19299
2006-01-16,76605.0,80000.0,69500.06,76401.0,17216
2006-01-23,76200.0,76200.0,73586.0,75600.0,7035
2006-01-30,76100.0,77000.0,67155.01,67700.0,15014
2006-02-06,68686.86,70245.0,67011.01,68310.0,8245
2006-02-13,68900.0,73600.0,67000.0,73294.0,12284
2006-02-20,73500.0,75100.0,72000.0,73200.09,7998
2006-02-27,73000.0,74550.0,66500.01,68650.0,13077
2006-03-06,68999.0,70777.0,59100.1,60229.99,15389
2006-03-13,61800.0,65000.0,60013.0,62450.0,11483
2006-03-20,63000.0,67800.0,58121.01,61500.0,25895
2006-03-27,61999.0,64920.0,60106.01,63500.0,19034
2006-04-03,63250.0,64499.0,61600.0,64100.0,11527
2006-04-10,64100.0,67000.0,62400.0,63250.0,10586
2006-04-17,63002.03,64799.99,61200.0,61520.0,9357
2006-04-24,61685.0,63000.0,57600.0,59689.99,21203
2006-05-01,59980.0,60885.99,54155.01,55800.0,18147
2006-09-11,57000.0,57000.0,53000.0,53550.0,4674
2006-09-18,53101.5,54390.0,46801.02,47650.0,10367
2006-09-25,47201.0,51900.0,43212.0,51900.0,14470
2006-10-02,51500.0,58700.0,50115.0,58000.0,21283
2006-10-09,58050.0,60000.0,57250.0,59649.98,9555
2006-10-16,59899.99,60899.98,58700.0,59100.0,7086
2006-10-23,58800.0,60730.0,57801.2,58100.0,5563
2006-10-30,58000.0,58000.0,56000.0,56800.0,6629
2006-11-06,57300.0,61999.97,57000.01,61800.0,16071
2006-11-13,61300.0,67840.0,61300.0,65947.0,25179
2006-11-20,66000.0,66500.0,63200.01,63340.0,10339
2006-11-27,63454.01,64500.0,61605.0,63399.98,13295
2006-12-04,63605.0,64700.0,61700.01,63950.0,14845
2006-12-11,63570.0,63940.0,60500.0,61700.0,7987
2006-12-18,61990.0,62000.0,58300.0,58580.0,10850
2006-12-25,58940.0,60400.0,58000.0,59951.0,5930
2007-01-08,57000.0,59900.0,53821.0,57200.0,12036
2007-01-15,58495.0,62250.0,56812.0,57750.0,12952
2007-01-22,58995.0,64990.9,57200.0,62500.0,19786
2007-01-29,62600.02,64439.6,60750.0,63600.0,13788
2007-02-05,63800.5,66500.0,63400.0,64492.85,18367
2007-02-12,63999.0,64289.0,60901.0,62003.0,9262
2007-02-19,62495.0,63200.0,59750.0,60790.0,7075
2007-02-26,61800.0,62000.0,52500.0,55750.0,24802
2007-03-05,53700.0,55999.0,51500.0,54700.0,11095
2007-03-12,54699.0,55497.0,50515.87,53984.85,14798
2007-03-19,54647.0,56650.0,53100.0,55899.99,16773
2007-03-26,56200.0,56598.0,52575.0,53890.0,13303
2007-04-02,53600.01,54809.0,52086.0,52250.01,12994
